defined_class	defined_class_name	new_entity	new_entity_label	parent_entity	parent_entity_label	exact_syn	defined_class_definition	dbxref	def_dbxref	depictedBy	depicted_by	image_comment	comment	has_obo_namespace	created_by	part_of	part_of_label	contained_in	contained_in_label	develops_from	develops_from_label	existence_starts_during_or_after	existence_starts_during_or_after_label	existence_ends_during_or_before	existence_ends_during_or_before_label	existence_overlaps	existence_overlaps_label	immediately_deep_to	immediately_deep_to_label	immediately_superficial_to	immediately_superficial_to_label	adjacent_to	adjacent_to_label	anterior_to	anterior_to_label	posterior_to	posterior_to_label	participates_in	participates_in_label	produced_by	produced_by_label	produces_this	produces_this_label	specific_to	specific_to_label	results_in 	results_ label 
PLANA:0000519	intracellular non-membrane-bounded organelle	PLANA:0000519	intracellular non-membrane-bounded organelle	PLANA:0000518|PLANA:0000531	intracellular organelle|non-membrane-bounded organelle		Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes	GO:0043232						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4646																																
PLANA:0000520	membrane	PLANA:0000520	membrane	GO:0005575	cellular_component		A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	GO:0016020						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4687																																
PLANA:0000521	bounding membrane of organelle	PLANA:0000521	bounding membrane of organelle	PLANA:0000520	membrane		Examples include the outer membranes of double membrane bound organelles such as mitochondria as well as the bounding membranes of single-membrane bound organelles such as lysosomes.	GO:0098588						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4456																																
PLANA:0000522	membrane part	PLANA:0000522	membrane part	GO:0005575	cellular_component		Any constituent part of a membrane, a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins.	GO:0044425						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4688	PLANA:0000520	membrane																														
PLANA:0000523	plasma membrane part			PLANA:0000522	membrane part 		Any constituent part of the plasma membrane, the membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	GO:0044459						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4983	PLANA:0007509	plasma membrane 																														
PLANA:0000524	organelle membrane			PLANA:0000520	membrane		A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle.	GO:0031090						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4980	PLANA:0000526	membrane-bounded organelle																														
PLANA:0000525	organelle	PLANA:0000525	organelle	GO:0005575	cellular_component		Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane.	GO:0043226						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4742																																
PLANA:0000526	membrane-bounded organelle	PLANA:0000526	membrane-bounded organelle	PLANA:0000525	organelle		Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.	GO:0043227						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4689																																
PLANA:0000527	intracellular membrane-bounded organelle	PLANA:0000527	intracellular membrane-bounded organelle	PLANA:0000518|PLANA:0000526	intracellular organelle|membrane-bounded organelle		Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.	GO:0043231						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4645																																
PLANA:0000528	Golgi apparatus			PLANA:0000526|PLANA:0000527	membrane-bounded organelle|intracellular membrane-bounded organelle		A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions.	GO:0005794						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4981																																
PLANA:0000529	nucleus	PLANA:0000529	nucleus	PLANA:0000526|PLANA:0000527	membrane-bounded organelle|intracellular membrane-bounded organelle		A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	GO:0005634|ISBN:9780070316607|PMID:23405188|PMID:25404302|PMID:26457503|PMID:28976975|PMID:29100657|PMID:29357350						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4728																																
PLANA:0000530	secretory vesicle			PLANA:0000527	intracellular membrane-bounded organelle		A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space.	GO:0099503						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4984																																
PLANA:0000531	non-membrane-bounded organelle	PLANA:0000531	non-membrane-bounded organelle	PLANA:0000525	organelle		Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.	GO:0043228						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4720																																
PLANA:0000532	nuclear part	PLANA:0000532	nuclear part	PLANA:0000509	intracellular part		Any constituent part of the nucleus, a membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated.	GO:0044428						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4726	PLANA:0000529	nucleus																														
PLANA:0000533	nucleolus			PLANA:0000532	nuclear part		A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome.	GO:0044428						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4985	PLANA:0000529	nucleus																														
PLANA:0000534	chromatin	PLANA:0000534	chromatin	PLANA:0000532	nuclear part		The ordered and organized complex of DNA, protein (histones), and sometimes RNA, that forms the chromosome.	GO:0000785						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4487																																
PLANA:0000535	heterochromatin			PLANA:0000534	chromatin		A compact and highly condensed form of chromatin.	GO:0000792						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4986	PLANA:0000529	nucleus																														
PLANA:0000536	euchromatin			PLANA:0000534	chromatin		A dispersed and relatively uncompacted form of chromatin.	GO:0000791						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4987	PLANA:0000529	nucleus																														
PLANA:0000537	ribosome			PLANA:0000519	intracellular non-membrane-bounded organelle		Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.	GO:0043228						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4988																																
PLANA:0000538	axon tract			PLANA:0000113	tissue 	axon bundle|axon bundles|axon tracts	A group of axons linking two or more neuropils and having a common origin, termination	PMID:28137894|PMID:22884275|PMID:24950970UBERON:0001018|UBERON:0001018						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4989																																
PLANA:0000539	electrically responsive cell	PLANA:0000539	electrically responsive cell	PLANA:0000119	terminally differentiated cell		A cell whose function is determined by its response to an electric signal.	CL:0000393						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4542																																
PLANA:0000540	electrically signaling cell	PLANA:0000540	electrically signaling cell	PLANA:0000119	terminally differentiated cell		A cell that initiates an electrical signal and passes that signal to another cell.	CL:0000404						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4543																																
PLANA:0000541	nerve	PLANA:0000541	nerve	PLANA:0000113	tissue	nerve bundle|nerves|neural subtree|peripheral nerve	An enclosed, cable-like bundle of axons in the peripheral nervous system originating in a nerve root in the central nervous system (or a condensed nervous structure) connecting with peripheral structures.	PMID:27612382|PMID:27800171|UBERON:0001021						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4707	PLANA:0000103|PLANA:0000080	central nervous system|peripheral nervous system																														
PLANA:0000543	neuron projection bundle			PLANA:0000538	axon tract		A fasciculated bundle of neuron projections (GO:0043005), largely or completely lacking synapses.	CARO:0001001						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4990	PLANA:0000103 | PLANA:0000080	central nervous system | peripheral nervous system																														
PLANA:0000545	afferent neuron	PLANA:0000545	afferent neuron	PLANA:0000099	neuron	input neuron	A neuron which conveys sensory information centrally from the periphery.	CL:0000526|FMA:87653						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4415	PLANA:0000080|PLANA:0000103	peripheral nervous system|central nervous system																														
PLANA:0000546	bipolar neuron	PLANA:0000546	bipolar neuron	PLANA:0000550	interneuron	bipolar nerve cell	A type of interneuron that has two neurites, usually an axon and a dendrite, extending from opposite poles of an ovoid cell body.	CL:0000103|FMA:67282|ISBN:9780070316607|PMID:16033796|PMID:18202849|PMID:21458439|PMID:22445864|PMID:24173799|PMID:25493551						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4450	PLANA:0000103|PLANA:0000466|PLANA:0000467|PLANA:0007548	central nervous system|subepidermal nerve plexus|submuscular nerve plexus|transverse commissure																														
PLANA:0000547	commissural neuron			PLANA:0000099	neuron		A neuron that has an axon which crosses the midline.	PMID:22339734|CL:0000678						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4991	PLANA:0000103 | PLANA:0000080	central nervous system | peripheral nervous system																														
PLANA:0000548	efferent neuron	PLANA:0000548	efferent neuron	PLANA:0000099 |PLANA:0002095	neuron | somatic cell	output neuron	A neuron which sends impulses peripherally to activate muscles or secretory cells.	CL:0000527						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4540	PLANA:0000080	peripheral nervous system																														
PLANA:0000549	excitatory motor neuron			PLANA:0000553 | PLANA:0000564	motor neuron | peripheral nervous system neuron 	excitatory neuron	A motor neuron that is capable of directly inducing muscle contraction.	PMID:25356635|CL:0008014					In vertebrates, all motor neurons are excitatory, but various types of inhibitory motor neurons exist in invertebrates.	Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4992																																
PLANA:0000550	interneuron	PLANA:0000550	interneuron	PLANA:0000099	neuron		Most generally any neuron which is not motor or sensory. Interneurons may also refer to neurons whose axons remain within a particular brain region as contrasted with projection neurons which have axons projecting to other brain regions.	BTO:0003811|CL:0000099|FBbt:00005125|FMA:67313|WBbt:0005113						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4642	PLANA:0000103|PLANA:0000080	central nervous system|peripheral nervous system																														
PLANA:0000552	sensory neuron	PLANA:0000552	sensory neuron	PLANA:0000462 | PLANA:0000545	sensory cell|afferent neuron		Any neuron having a sensory function; an afferent neuron conveying sensory impulses.	BTO:0001037|CL:0000101|FBbt:00005124|FMA:84649|WBbt:0005759						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4875	PLANA:0000080	peripheral nervous system																														
PLANA:0000553	motor neuron	PLANA:0000553	motor neuron	PLANA:0000548	efferent neuron	motoneuron	An efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes or inhibits movement.	BTO:0000312|CL:0000100|FMA:83617|WBbt:0005409						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4697	PLANA:0000080	peripheral nervous system																														
PLANA:0000556	neurosecretory neuron	PLANA:0000556	neurosecretory neuron	PLANA:0000099|PLANA:0000105	neuron|secretory cell	neurosecretory cell	Neuronal cells which synthesize, store and release neurohormones.	CL:0000381|FBbt:00005130|PMID:24173799						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4717	PLANA:0000103|PLANA:0000080	central nervous system|peripheral nervous system																														
PLANA:0000558	sympathetic neuron			PLANA:0000099	neuron		Sympathetic neurons are part of the sympathetic nervous system and are primarily adrenergic producing the neurotransmitter noradrenalin along with other neuropeptides.	CL:0011103						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4993																																
PLANA:0000559	unipolar neuron	PLANA:0000559	unipolar neuron	PLANA:0000552	sensory neuron	unipolar nerve cell	Neuron with one neurite that extends from the cell body.	CL:0000106|FMA:67278|ISBN:9780070316607|PMID:18499291|PMID:24173799						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4947	PLANA:0000080	peripheral nervous system																														
PLANA:0000560	multipolar neuron	PLANA:0000560	multipolar neuron	PLANA:0000099	neuron	multipolar nerve cell	Neuron with an axon and two or more dendrites.	CL:0000104|FMA:67287|ISBN:9780070316607|PMID:18499291						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4701	PLANA:0000103|PLANA:0000466	central nervous system|subepidermal nerve plexus																														
PLANA:0000561	neuron associated cell (sensu Nematoda and Protostomia)	PLANA:0000561	neuron associated cell (sensu Nematoda and Protostomia)	PLANA:0000119	terminally differentiated cell		Cells that are in close proximity to neurons.	CL:0000130						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4714																																
PLANA:0000562	central nervous system neuron	PLANA:0000562	central nervous system neuron	PLANA:0000099 	neuron 		Any neuron that is part of a central nervous system.	CL:2000029						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4476	PLANA:0000103	central nervous system																														
PLANA:0000564	peripheral nervous system neuron	PLANA:0000564	peripheral nervous system neuron	PLANA:0000099	neuron	peripheral neuron	Any neuron that is part of a peripheral nervous system.	CL:2000032|PMID:23123964|PMID:23954785|PMID:25254346|PMID:26711341|PMID:29184198						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4763	PLANA:0000080	peripheral nervous system																														
PLANA:0000565	autonomic neuron	PLANA:0000565	autonomic neuron	PLANA:0000564	peripheral nervous system neuron		A neruon whose cell body is within an autonomic ganglion.	CL:0000107|FMA:80121						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4443																																
PLANA:0000566	enteric neuron			PLANA:0000565 | PLANA:0000564	autonomic neuron | peripheral nervous system neuron		A neruon whose cell body is within an autonomic ganglion.	CL:0007011						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4994																																
PLANA:0001005	basal lamina of epithelium			UBERON:0000476	acellular anatomical structure	basal lamina|basement membrane	Acellular anatomical structure that consists of a thin sheet of fibrous proteins that underlie and support the cells of an epithelium. It separates the cells of an epithelium from any underlying tissue.	PMID:25017721|PMID:23405188|PMID:23079596|PMID:18786419|PMID:23903188|PMID:19048075|PMID:29100657|PMID:26457503|PMID:30962434|ISBN:9780070316607|PMID:27551436|PMID:21664348|PMID:21828097|PMID:22479207|PMID:26057828|PMID:30383829|CARO:0000065			http://purl.obolibrary.org/obo/plana/images/basallaminaofepithelium.png	Depicted by field is an electron micrograph of the dorsal epidermis in a transverse plane from an asexual adult animal. The basal lamina is noted with a magenta bracket. Scale bar is 5um.	this class represents a continuous sheet of basal lamina which can underlie multiple epithelial cells over large regions. In contrast, the GO class 'basal lamina' represents a portion of substance on the scale of a single cell.	Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4995	PLANA:0004529	integumental system 											PLANA:0000034	epidermis																		
PLANA:0002000	adenal rhabdite	PLANA:0002000	adenal rhabdite	PLANA:0000104	rhabdite		Rhabdites that are located basally to the epidermis, in the mesenchyme. In Smed these are present in cells likely on their way to becoming part of the mature epidermis.	ISBN:9780070316607						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4409											PLANA:0004503|PLANA:0004504|PLANA:0000214	adult hermaphrodite|asexual adult|juvenile																				
PLANA:0002001	adherens junction	PLANA:0002001	adherens junction	PLANA:0000506	cell junction		A cell junction at which anchoring proteins (cadherins or integrins) extend through the plasma membrane and are attached to actin filaments.	GO:0005912|PMID:26556349						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4410	PLANA:0000508	cell-cell adhesion																														
PLANA:0002002	adhesive papilla	PLANA:0002002	adhesive papilla	PLANA:0000501	cell projection	adhesive papillae	Finger-like processes at the terminal pore of adhesive gland cells around the marginal adhesive zone. They protrude past the epidermis and are longer microvilli, and shorter than cilia.	ISBN:9780070316607						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4413	PLANA:0007541|PLANA:0007540	releasing gland cell|viscid gland cell	PLANA:0000043|PLANA:0002054	dorsal ventral margin|marginal adhesive zone							PLANA:0004503|PLANA:0000214|PLANA:0004504	adult hermaphrodite|juvenile|asexual adult																				
PLANA:0002003	amputation	PLANA:0002003	amputation	PLANA:0002026	cut		A wound resulting in two or more separate tissue fragments.							Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4416																																
PLANA:0002004	anterior gut branch	PLANA:0002004	anterior gut branch	PLANA:0002119	gut branch	anterior branch|anterior intestinal branch	A branch of the triclad gut located anterior to the pharynx.	PMID:18063757|PMID:18287199|PMID:19174194|PMID:20707997|PMID:21458439|PMID:21664348|PMID:21806978|PMID:22451003|PMID:22479207|PMID:23318635|PMID:24063805|PMID:28287248|PMID:30194301						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4430	PLANA:0000026	gut	PLANA:0000418|PLANA:0000143|PLANA:0000140|PLANA:0000419|PLANA:0000141	head|ventral region|anterior region|prepharyngeal region|dorsal region			PLANA:0000007	Stage 7			PLANA:0000008|PLANA:0004503|PLANA:0000007|PLANA:0004504|PLANA:0000214	Stage 8|adult hermaphrodite|Stage 7|asexual adult|juvenile																				
PLANA:0002005	anterior tip	PLANA:0002005	anterior tip	PLANA:0000102	anatomical region	head tip	The anterior-medial region of the head margin.	PMID:15866156|PMID:18063755|PMID:22479207|PMID:24415944|PMID:24992682|PMID:27063937|PMID:28126842|PMID:28216315|PMID:29547123|PMID:30962434						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4437			PLANA:0000418|PLANA:0000140	head|anterior region							PLANA:0000214|PLANA:0004504|PLANA:0004503	juvenile|asexual adult|adult hermaphrodite																				
PLANA:0002006	antrum	PLANA:0002006	antrum	UBERON:0002553	anatomical cavity		A chamber formation in an organ.	ISBN:9780070316607|NCIT:C97102						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4439																																
PLANA:0002007	auricle	PLANA:0002007	auricle	PLANA:0000431	organ		A sense organ located along the dorsolateral head margin. The auricular groove is highly innervtated by ciliated sensory neurons, and has an altered epidermis devoid of rhabdites and gland cells.	ISBN:9780070316607|PMID:27800171|PMID:28495872|PMID:30399335|PMID:30485821						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4442	PLANA:0000125|PLANA:0000080	sensory system|peripheral nervous system	PLANA:0000418|PLANA:0000140| PLANA:0000141	head|anterior region| dorsal region							PLANA:0004504|PLANA:0004503|PLANA:0000214	asexual adult|adult hermaphrodite|juvenile																				
PLANA:0002008	axon	PLANA:0002008	axon	PLANA:0000501	cell projection	nerve fiber	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter.	GO:0030424|PMID:16033796|PMID:17251262|PMID:17553481|PMID:18202849|PMID:20707997|PMID:21566185|PMID:22445864|PMID:23318641|PMID:23903188|PMID:25254346|PMID:25356635|PMID:25493551|PMID:25772472|PMID:27800171|PMID:28495872						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4444	PLANA:0002061	neurite 																											PLANA:0000099	neuron		
PLANA:0002009	axoneme	PLANA:0002009	axoneme	PLANA:0000519	intracellular non-membrane-bounded organelle		The bundle of microtubules and associated proteins that forms the core of cilia (also called flagella) in eukaryotic cells and is responsible for their movements.	GO:0005930|PMID:23144623|PMID:26057828|PMID:26912790						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4445	PLANA:0002024|PLANA:0002040	cilium|flagellum																														
PLANA:0002010	basal body	PLANA:0002010	basal body	PLANA:0000519	intracellular non-membrane-bounded organelle		A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport.	GO:0036064|ISBN:9780070316607|PMID:21282632|PMID:21828097|PMID:21937596						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4446	PLANA:0002024|PLANA:0002040	cilium|flagellum																														
PLANA:0002011	brain visual center	PLANA:0002011	brain visual center	PLANA:0000113	tissue	visual center	Region of the cephalic ganglia innervated by the optic nerve (posterior-projecting photoreceptor neuron fasiculated axons).	PMID:16033796|PMID:26618653						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4458	PLANA:0000044|PLANA:0000124	cephalic ganglia|visual system	PLANA:0000418|PLANA:0000140|PLANA:0000143	head|anterior region|ventral region							PLANA:0000214|PLANA:0004504|PLANA:0004503	juvenile|asexual adult|adult hermaphrodite																				
PLANA:0002012	bulbar cavity	PLANA:0002012	bulbar cavity	UBERON:0002553	anatomical cavity	bulbar lumen	An enlarged portion of the seminal vesicle, comprised of secretory epithelial cells, that connects to the ejaculatory duct within the penis papilla.	ISBN:9780070316607|https://doi.org/10.1101/279364						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4459	PLANA:0000234	seminal vesicle	PLANA:0000142|PLANA:0004527	posterior region|copulatory region							PLANA:0000214|PLANA:0004503	juvenile|adult hermaphrodite																	PLANA:0000027	Smed sexual biotype		
PLANA:0002013	Category 1 cell	PLANA:0002013	Category 1 cell	PLANA:0003116 | PLANA:0002095	parenchymal cell | somatic cell	Category 1 gene expressing cell	Irradiation-sensitive, mesenchymal cells that are absent from the head region anterior to the eyes and the pharynx. The Category 1 designation encompasses the neoblast population.	PMID:18786419|PMID:21894189|PMID:22439894						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4461	PLANA:0002142	parenchyma	PLANA:0000143|PLANA:0000420|PLANA:0004527|PLANA:0000421|PLANA:0000418|PLANA:0000140|PLANA:0000141|PLANA:0000142|PLANA:0000419	ventral region|parapharyngeal region|copulatory region|tail|head|anterior region|dorsal region|posterior region|prepharyngeal region							PLANA:0000214|PLANA:0004504|PLANA:0004503	juvenile|asexual adult|adult hermaphrodite																				
PLANA:0002014	cell body	PLANA:0002014	cell body	GO:0005575	cellular_component		The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections.	GO:0044297|PMID:15866156|PMID:16033796|PMID:20865784|PMID:27612384|PMID:28495872						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4467																																
PLANA:0002015	cephalic ganglia lobe	PLANA:0002015	cephalic ganglia lobe	PLANA:0000113	tissue	bi-lobed brain|bi-lobed cephalic ganglia|brain|brain ganglia|brain lobe	One of two bilaterally symmetric structures comprising the planarian brain.	ISBN:9780070316607|PMID:15866156|PMID:16033796|PMID:16890156|PMID:17251262|PMID:17553481|PMID:17670787|PMID:17905225|PMID:17999079|PMID:18063757|PMID:18202849|PMID:18287199|PMID:19211673|PMID:19247960|PMID:19766622|PMID:19852954|PMID:20223763|PMID:20422023|PMID:20707997|PMID:20967238|PMID:21179478|PMID:21282632|PMID:21566185|PMID:21806978|PMID:21828097|PMID:21852957|PMID:22074376|PMID:22125640|PMID:22318224|PMID:22371573|PMID:22427692|PMID:22439894|PMID:22445864|PMID:22451003|PMID:22479207|PMID:22884275|PMID:23123964|PMID:23250205|PMID:23297191|PMID:23318635|PMID:23652002|PMID:23903188|PMID:24040508|PMID:24063805|PMID:24120894|PMID:24131630|PMID:24173799|PMID:24238224|PMID:24523458|PMID:24704339|PMID:24950970|PMID:24992682|PMID:25017721|PMID:25254346|PMID:25356635|PMID:25493551|PMID:25558068|PMID:25772472|PMID:26062938|PMID:26114597|PMID:26457503|PMID:26525673|PMID:26556349|PMID:26618653|PMID:27013241|PMID:27034770|PMID:27063937|PMID:27074666|PMID:27149082|PMID:27150006|PMID:27163480|PMID:27523733|PMID:27606067|PMID:27612382|PMID:27612384|PMID:27800171|PMID:27864883|PMID:28126842|PMID:28137894|PMID:28171748|PMID:28245923|PMID:28287248|PMID:28434803|PMID:28686611|PMID:28807897|PMID:28893948|PMID:29100657|PMID:29158443|PMID:29291974|PMID:29291981|PMID:29357350|PMID:29547123|PMID:29557542|PMID:29674431|PMID:29674432|PMID:30143032|PMID:30194301|PMID:30282036|PMID:30383829|PMID:30399335|PMID:30485821|PMID:30729158						Planarian_Anatomy	https://orcid.org/0000-0003-2569-1939 | https://orcid.org/0000-0002-7535-4478	PLANA:0000044	cephalic ganglia	PLANA:0000418|PLANA:0000140|PLANA:0000143|PLANA:0000141	head|anterior region|ventral region|dorsal region			PLANA:0000006	Stage 6			PLANA:0000007|PLANA:0004503|PLANA:0000006|PLANA:0000008|PLANA:0000214|PLANA:0004504	Stage 7|adult hermaphrodite|Stage 6|Stage 8|juvenile|asexual adult																				
